Title|ID|Variable|Constitution|Text
303|Petition|petition|Armenia_2005| <section>     <h3>CHAPTER 2 &gt; Article 27.1</h3>     <p>Everyone shall have the right to submit letters and recommendations to the authorized public and local self-government bodies for the protection of private and public interests and the right to receive appropriate answers in a reasonable time.</p> </section>
304|Assembly|assem|Armenia_2005| <section>     <h3>CHAPTER 2 &gt; Article 29</h3>     <p>Everyone shall have the right to the freedom of a peaceful and unarmed assembly.</p>     <p>Restrictions on exercising those rights by the servicemen in the armed forces, police, national security, prosecutor's office, judges and members of the Constitutional Court may be prescribed only by law.</p> </section>
305|Birthright Citizenship|solissuf|Armenia_2005| <section>     <h3>CHAPTER 2 &gt; Article 30.1</h3>     <p>A child born to the parents who are citizens of the Republic of Armenia is citizen of the Republic of Armenia. Any child with one parent having citizenship in the Republic of Armenia shall be entitled to citizenship of the Republic of Armenia.</p>     <p>The procedure for acquisition and termination of citizenship of the Republic of Armenia shall be defined by law.</p>     <p>No one can be deprived of citizenship, nor the right to change citizenship, of the Republic of Armenia.</p>     <p>Citizens of the Republic of Armenia cannot be surrendered to a foreign state, save for the cases provided for by the international treaties ratified by the Republic of Armenia.</p>     <p>The rights and duties of the persons possessing dual citizenship shall be determined by law.</p> </section>
307|Expropriation of Property|exprop|Armenia_2005| <section>     <h3>CHAPTER 2 &gt; Article 31</h3>     <p>Everyone shall have the right to freely own, use, dispose of and bequeath his/her property. Employment of the right to property shall not damage the environment, violate rights and legitimate interests of other persons, society and the State.</p>     <p>No one shall be deprived of property except for the cases prescribed by law in conformity with judicial procedure.</p>     <p>Private property may be alienated for the needs of society and the State only for prevailing public interests, in a manner prescribed by law, and with prior equivalent compensation.</p>     <p>Foreign citizens and persons without citizenship shall not enjoy the right to land ownership except for the cases prescribed by law.</p>     <p>Intellectual property shall be protected by law.</p> </section>
308|Slavery|slave|Armenia_2005| <section>     <h3>CHAPTER 2 &gt; Article 32</h3>     <p>Everyone shall have the right of choice of employment.</p>     <p>Each employee shall have the right to fair remuneration in the amount no less than the minimum set by law, as well as the right to working conditions in full compliance with safety and hygiene requirements.</p>     <p>Employees shall have the right to strike for the protection of their economic, social and employment interests, the procedure for and limitations thereon shall be prescribed by law.</p>     <p>The children under the age of 16 shall not be allowed to work full time. The procedure and conditions for their hiring to a part-time job shall be defined by law.</p>     <p>Compulsory labor shall be prohibited.</p> </section>
311|Jury|jury|Australia_1985| <section>     <h3>Chapter III &gt; 80</h3>     <p>Trial by jury</p>     <p>The trial on indictment of any offence against any law of the Commonwealth shall be by jury, and every such trial shall be held in the State where the offence was committed, and if the offence was not committed within any State the trial shall be held at such place or places as the Parliament prescribes.</p> </section>
312|Freedom of Religion|freerel|Australia_1985| <section>     <h3>Chapter V &gt; 116</h3>     <p>Commonwealth not to legislate in respect of religion</p>     <p>The Commonwealth shall not make any law for establishing any religion, or for imposing any religious observance, or for prohibiting the free exercise of any religion, and no religious test shall be required as a qualification for any office or public trust under the Commonwealth.</p> </section>
313|Church/State Relationship|seprel|Australia_1985| <section>     <h3>Chapter V &gt; 116</h3>     <p>Commonwealth not to legislate in respect of religion</p>     <p>The Commonwealth shall not make any law for establishing any religion, or for imposing any religious observance, or for prohibiting the free exercise of any religion, and no religious test shall be required as a qualification for any office or public trust under the Commonwealth.</p> </section>
314|Equality|equal|Australia_1985| <section>     <h3>Chapter V &gt; 117</h3>     <p>Rights of residents in States</p>     <p>A subject of the Queen, resident in any State, shall not be subject in any other State to any disability or discrimination which would not be equally applicable to him if he were a subject of the Queen resident in such other State.</p> </section>
315|Equality|equal|Austria_2009| <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 1</h3>     <p>All nationals are equal before the law. Privileges based upon birth, sex, estate, class or religion are excluded. No one shall be discriminated against because of his disability. The Republic (Federation, Laender and municipalities) commits itself to ensuring the equal treatment of disabled and non-disabled persons in all spheres of every-day life.</p> </section>  <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 2</h3>     <p>The Federation, Laender and municipalities subscribe to the de-facto equality of men and women. Measures to promote factual equality of women and men, particularly by eliminating actually existing inequalities, are admissible.</p> </section>  <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 3</h3>     <p>Official designations can be applied in such a way as to indicate the sex of the officer holder. The same holds good for titles, academic degrees and descriptions of occupations.</p> </section>  <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 4</h3>     <p>Public employees, including members of the Federal Army, are guaranteed the unrestricted exercise of their political rights.</p> </section>
316|Gender Non-Discrimination|equal1|Austria_2009| <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 1</h3>     <p>All nationals are equal before the law. Privileges based upon birth, sex, estate, class or religion are excluded. No one shall be discriminated against because of his disability. The Republic (Federation, Laender and municipalities) commits itself to ensuring the equal treatment of disabled and non-disabled persons in all spheres of every-day life.</p> </section>  <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 2</h3>     <p>The Federation, Laender and municipalities subscribe to the de-facto equality of men and women. Measures to promote factual equality of women and men, particularly by eliminating actually existing inequalities, are admissible.</p> </section>  <section>     <h3>Chapter I &gt; Section A &gt; Art 7 &gt; 3</h3>     <p>Official designations can be applied in such a way as to indicate the sex of the officer holder. The same holds good for titles, academic degrees and descriptions of occupations.</p> </section>
322|Suffrage|voteun|Austria_2009| <section>     <h3>Chapter II &gt; Section A &gt; Art 26 &gt; 1</h3>     <p>The National Council is elected by the Federal people in accordance with the principles of proportional representation on the basis of equal, direct, personal, free and secret suffrage by men and women who have completed their sixteenth year of life on the day of election.</p> </section>  <section>     <h3>Chapter IV &gt; Section A &gt; Art 95 &gt; 1</h3>     <p>The legislation of the Laender is carried out by the Diets. The Diets are elected by equal, direct, personal, free and secret suffrage on the basis of proportional representation by the male and female Land citizens who in accordance with the Diet electoral regulations are entitled to vote. Land law regulates the detailed provisions respecting the electoral procedure and, if need be, the compulsory voting. This Land law shall in particular prescribe the grounds on which non-participation in the election notwithstanding compulsory voting is deemed to be excused. The constitution of a Land may provide that nationals, who had a residence in the Land, before moving their domicile abroad are entitled to vote for the duration of this sojourn abroad, for a maximum period of ten years.</p> </section>
323|Public Trial|pubtri|Austria_2009| <section>     <h3>Chapter III &gt; Section B &gt; Art 90 &gt; 1</h3>     <p>Hearings in civil and criminal cases are oral and public. Exceptions are regulated by law.</p> </section>  <section>     <h3>Chapter III &gt; Section B &gt; Art 90 &gt; 2</h3>     <p>In criminal proceedings the procedure is by indictment.</p> </section>
325|Jury|jury|Austria_2009| <section>     <h3>Chapter III &gt; Section B &gt; Art 91 &gt; 1</h3>     <p>The people shall participate in the jurisdiction.</p> </section>  <section>     <h3>Chapter III &gt; Section B &gt; Art 91 &gt; 2</h3>     <p>A jury returns a verdict upon the guilt of the accused in crimes entailing severe penalties, to be specified by law, and in all cases of political felonies and misdemeanours.</p> </section>  <section>     <h3>Chapter III &gt; Section B &gt; Art 91 &gt; 3</h3>     <p>In criminal proceedings for other punishable offences lay assessors take part in the administration of justice if the penalty to be imposed exceeds a limit to be determined by law.</p> </section>
329|Petition|petition|Austria_2009| <section>     <h3>Chapter VIII &gt; Art 148a &gt; 4</h3>     <p>It is moreover incumbent on the ombudsman board to assist in the disposal of petitions and group memorials presented to the National Council. The Federal law on the National Council's Standing Orders stipulates the details.</p> </section>
330|Suffrage|voteun|Azerbaijan_2009| <section>     <h3>FIRST PART &gt; CHAPTER I &gt; Article 2 &gt; II</h3>     <p>The Azerbaijan people implement their sovereign right by universal elections-referendum and by their representatives elected on the basis of universal, direct and equal elections by secret and individual ballot.</p> </section>
331|Church/State Relationship|seprel|Azerbaijan_2009| <section>     <h3>FIRST PART &gt; CHAPTER II &gt; Article 18 &gt; I</h3>     <p>In the Republic of Azerbaijan religion is separated from the State. All religions are equal before the law.</p> </section>
332|Equality|equal|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25</h3>     <p>Right to Equality</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; I</h3>     <p>Everyone is equal before the law and the court.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; II</h3>     <p>Men and women have equal rights and freedoms.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; III</h3>     <p>Everyone has equal rights and freedoms irrespective of race, nationality, religion, sex, origin, property status, social position, convictions, political party, trade union organization and social unity affiliation. Limitations or recognition of rights and freedoms because of race, nationality, social status, language, origin, convictions and religion are prohibited.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; IV</h3>     <p>No one may be harmed, granted advantages or privileges, or deprived from granting advantages and privileges on the basis of the grounds laid down in Part III of this Article.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; V</h3>     <p>Everyone shall be guaranteed equal rights in any proceeding before state authorities and bearers of public authority that decide on his or her rights and duties.</p> </section>
334|Gender Non-Discrimination|equal1|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; II</h3>     <p>Men and women have equal rights and freedoms.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; III</h3>     <p>Everyone has equal rights and freedoms irrespective of race, nationality, religion, sex, origin, property status, social position, convictions, political party, trade union organization and social unity affiliation. Limitations or recognition of rights and freedoms because of race, nationality, social status, language, origin, convictions and religion are prohibited.</p> </section>
337|Racial Non-Discrimination|equal4|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 25 &gt; III</h3>     <p>Everyone has equal rights and freedoms irrespective of race, nationality, religion, sex, origin, property status, social position, convictions, political party, trade union organization and social unity affiliation. Limitations or recognition of rights and freedoms because of race, nationality, social status, language, origin, convictions and religion are prohibited.</p> </section>
341|Life|life|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 27 &gt; I</h3>     <p>Everyone has the right to life.</p> </section>
342|Property|proprght|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 29 &gt; I</h3>     <p>Everyone has the right to property.</p> </section>
343|Expropriation of Property|exprop|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 29 &gt; IV</h3>     <p>No one is dispossessed without a decision of the court. Complete confiscation is inadmissible. The alienation of property for State needs is allowed only after a fair reimbursement of its value has been granted.</p> </section>
344|Intellectual Property|intprop|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 30</h3>     <p>Right to Intellectual Property</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 30 &gt; I</h3>     <p>Everyone has the right to intellectual property.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 30 &gt; II</h3>     <p>Copyright, the right of invention and other forms of intellectual property shall be guaranteed by the State.</p> </section>
347|Slavery|slave|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 35 &gt; III</h3>     <p>No one can be forced to work.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 35 &gt; V</h3>     <p>On the basis of [a] court decision, it is permissible under conditions specified by law to impose hard labor, forcing them to work under orders issued by authorized officials to perform required work during a state of emergency or martial law.</p> </section>
349|Cruel and Unusual Punishment|cruelty|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 46 &gt; III</h3>     <p>Nobody can be tortured or tormented, nobody shall suffer a treatment or punishment humiliating to human dignity. Nobody can be experimented upon-medically, scientifically or in any other way-without his or her consent.</p> </section>
350|Expression|express|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 47</h3>     <p>Freedom of Thought and Speech</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 47 &gt; I</h3>     <p>Everyone has the freedom of thought and speech.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 47 &gt; II</h3>     <p>Nobody may be forced to identify or refuse his or her ideas and principles.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 47 &gt; III</h3>     <p>Propaganda inciting racial, ethnic or religious animosity or hostility is inadmissible.</p> </section>
354|Freedom of Religion|freerel|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 48</h3>     <p>Freedom of Conscience</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 48 &gt; I</h3>     <p>Everyone has the right to freedom of conscience and religion.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 48 &gt; II</h3>     <p>Everyone has the right to independently define his or her attitude towards religion, to profess religion alone or together with others, or to profess no religion at all, to express and spread religious convictions.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 48 &gt; III</h3>     <p>The free conduct of religious rites if it does not violate public order or public morality is authorized.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 48 &gt; IV</h3>     <p>The violation of the freedom of religion and self-expression is not allowed.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 48 &gt; V</h3>     <p>No one shall be forced to express (or demonstrate) his or her religious faith and belief, to execute religious rituals or participate in religious ceremonies.</p> </section>
360|Assembly|assem|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 49</h3>     <p>Freedom of Assembly</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 49 &gt; I</h3>     <p>Everyone has the right to freely gather with others.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 49 &gt; II</h3>     <p>Everyone has the right, upon notification in advance of responsible government organs, to peaceful, unarmed gatherings, meetings, demonstrations, rallies, street processions, pickets together with others.</p> </section>
363|Press|press|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 50 &gt; II</h3>     <p>The freedom of mass media is guaranteed. State censorship of mass media, including print media, is forbidden.</p> </section>
364|Birthright Citizenship|solissuf|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 52</h3>     <p>Right to Citizenship</p>     <p>A person having political and legal relationship to the Republic of Azerbaijan as well as mutual rights and obligations is a citizen of the Republic of Azerbaijan. A person born on the territory of the Republic of Azerbaijan is a citizen of the Republic of Azerbaijan. A person whose one parent is a citizen of the Republic of Azerbaijan is a citizen of the Republic of Azerbaijan.</p> </section>
369|Petition|petition|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 57</h3>     <p>Right to Petition</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 57 &gt; I</h3>     <p>Citizens of the Republic of Azerbaijan have the right to address themselves to their government organs as well as to send them individual and collective petitions. Response to each petition must be given in the procedure and the terms established by law.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 57 &gt; II</h3>     <p>Citizens of the Republic of Azerbaijan have the right to criticize the activity of government organs, their officials, political parties, professional unions, other public unions and individuals. They may not be persecuted for exercising this right. Insult and slander cannot be considered criticism.</p> </section>
372|Counsel|couns|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 61</h3>     <p>Right to Receive Legal Help</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 61 &gt; I</h3>     <p>Everyone has the right to receive qualified legal assistance.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 61 &gt; II</h3>     <p>In cases specified by law, legal help shall be rendered free at the expense of the State.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 61 &gt; III</h3>     <p>Everyone from the moment of being detained, arrested, charged with a crime on the part of authorized State organs has the right to seek the help of the Defender (zaschitnika).</p> </section>
376|Evidence|evidence|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 63 &gt; IV</h3>     <p>Evidence obtained by violating the law cannot be used when administering justice. Without a verdict passed by the court, no one can be found guilty of committing a crime.</p> </section>
377|Double Jeopardy|doubjep|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 64</h3>     <p>Inadmissibility of Repeated Conviction for the Same Crime</p>     <p>No one shall be convicted repeatedly for the same crime.</p> </section>
378|Self-Incrimination|miranda|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 66</h3>     <p>Inadmissibility of Forced Testifying Against Relatives</p>     <p>No one can be forced to testify against himself, wife (husband), children, parents, brother, sister. A complete list of relatives against whom testifying is not obligatory is determined by law.</p> </section>
379|Unjustified Restraint|habcorp|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 67</h3>     <p>Rights of the Detained, Arrested, and Accused of a Crime</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 67 &gt; I</h3>     <p>Everyone who has been detained, arrested, accused of a crime on the part of competent State organs must be given immediate explanation of his or her rights and the reason for being arrested and brought to justice.</p> </section>  <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 67 &gt; II</h3>     <p>Every person accused of a criminal offence shall be heard before being sentenced.</p> </section>
382|Ex Post Laws|expost|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 71 &gt; VIII</h3>     <p>No one can be responsible for a deed which at the time of being committed was not considered a violation of law. If after violating the law a new law removed or mitigated the responsibility for such actions the new law is applied in that case.</p> </section>
383|â€œNo Punishment Without Lawâ€ù|wolaw|Azerbaijan_2009| <section>     <h3>SECOND PART &gt; CHAPTER III &gt; Article 71 &gt; IX</h3>     <p>Everyone is free to do anything which is not prohibited by law and no one may be forced to do anything which is not prescribed by law.</p> </section>
384|Fair Trial|fairtri|Azerbaijan_2009| <section>     <h3>THIRD PART &gt; CHAPTER VII &gt; Article 127 &gt; II</h3>     <p>Judges decide the cases in an unbiased, fair way, following the legal equality of the sides, on the basis of facts and in accordance with the law.</p> </section>
385|Public Trial|pubtri|Azerbaijan_2009| <section>     <h3>THIRD PART &gt; CHAPTER VII &gt; Article 127 &gt; V</h3>     <p>Trial in all the courts is public.</p>     <p>Hearing of the case behind closed doors can be authorized in case the court assumes that open trial can lead to revealing a State, professional or commercial secret, or when the court deems it necessary to keep a secret of personal or family life.</p> </section>
386|Birthright Citizenship|solissuf|Bahamas_2002| <section>     <h3>CHAPTER II &gt; 3</h3>     <p>Persons who become citizens on 10th July 1973.</p> </section>  <section>     <h3>CHAPTER II &gt; 3 &gt; 1</h3>     <p>Every person who, having been born in the former Colony of the Bahamas Islands, is on 9th July 1973 a citizen of the United Kingdom and Colonies shall become a citizen of the Bahamas on 10th July 1973.</p> </section>  <section>     <h3>CHAPTER II &gt; 3 &gt; 2</h3>     <p>Every person who, having been born outside the former Colony of the Bahamas Islands, is on 9th July 1973 a citizen of the United Kingdom and Colonies shall, if his father becomes or would but for his death have become a citizen of The Bahamas in accordance with the provisions of the preceding paragraph, become a citizen of The Bahamas on 10th July 1973.</p> </section>  <section>     <h3>CHAPTER II &gt; 3 &gt; 3</h3>     <p>Every person who on 9th July 1973 is a citizen of the United Kingdom and Colonies having become such a citizen under the British Nationality Act 1948 by virtue of his having been registered in the former Colony of the Bahamas Islands under that Act shall become a citizen of The Bahamas on 10th July 1973:</p>     <p>Provided that this paragraph shall not apply to any citizen of the United Kingdom and Colonies</p>          <p><b>a</b> who was not ordinarily resident in that Colony on 31st December 1972, or</p>     <p><b>b</b> who became registered in that Colony on or after 1st January 1973, or</p>     <p><b>c</b> who on 9th July 1973 possesses the citizenship or nationality of some other country.</p> </section>
390|Life|life|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 16</h3>     <p>Protection of right to life.</p> </section>  <section>     <h3>CHAPTER III &gt; 16 &gt; 1</h3>     <p>No person shall be deprived intentionally of his life save in execution of the sentence of a court in respect of a criminal offence of which he has been convicted.</p> </section>  <section>     <h3>CHAPTER III &gt; 16 &gt; 2</h3>     <p>A person shall not be regarded as having been deprived of his life in contravention of this Article if he dies as the result of the use, to such extent and in such circumstances as are permitted by law, of such force as is reasonably justifiable-</p>          <p><b>a</b> for the defence of any person from violence or for the defence of property;</p>     <p><b>b</b> in order to effect a lawful arrest or to prevent the escape of a person lawfully detained;</p>     <p><b>c</b> for the purpose of suppressing a riot, insurrection or mutiny; or</p>     <p><b>d</b> in order to prevent the commission by that person of a criminal offence.</p>     <p>or if he dies as a result of a lawful act of war.</p> </section>
393|Cruel and Unusual Punishment|cruelty|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 17 &gt; 1</h3>     <p>No person shall be subjected to torture or to inhuman or degrading treatment or punishment.</p> </section>
394|Slavery|slave|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 18</h3>     <p>Protection from slavery and forced labour.</p> </section>  <section>     <h3>CHAPTER III &gt; 18 &gt; 1</h3>     <p>No person shall be held in slavery or servitude.</p> </section>  <section>     <h3>CHAPTER III &gt; 18 &gt; 2</h3>     <p>No person shall be required to perform forced labour.</p> </section>
398|Unjustified Restraint|habcorp|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 19 &gt; 3</h3>     <p>Any person who is arrested or detained in such a case as is mentioned in subparagraph (1)(c) or (d) of this Article and who is not released shall be brought without undue delay before a court; and if any person arrested or detained in such a case as is mentioned in the said sub-paragraph (1)(d) is not tried within a reasonable time he shall (without prejudice to any further proceedings that may be brought against him) be released either unconditionally or upon reasonably necessary to ensure that he appears at a later date for trial of for proceedings preliminary to trial.</p> </section>
399|Pre-Trial Release|prerel|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 19 &gt; 3</h3>     <p>Any person who is arrested or detained in such a case as is mentioned in subparagraph (1)(c) or (d) of this Article and who is not released shall be brought without undue delay before a court; and if any person arrested or detained in such a case as is mentioned in the said sub-paragraph (1)(d) is not tried within a reasonable time he shall (without prejudice to any further proceedings that may be brought against him) be released either unconditionally or upon reasonably necessary to ensure that he appears at a later date for trial of for proceedings preliminary to trial.</p> </section>
400|Fair Trial|fairtri|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 1</h3>     <p>If any person is charged with a criminal offence, then unless the charge is withdrawn, the case shall be afforded a fair hearing within a reasonable time by an independent and impartial court established by law.</p> </section>
401|Speedy Trial|speedtri|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 1</h3>     <p>If any person is charged with a criminal offence, then unless the charge is withdrawn, the case shall be afforded a fair hearing within a reasonable time by an independent and impartial court established by law.</p> </section>
402|Ex Post Laws|expost|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 4</h3>     <p>No person shall be held to be guilty of a criminal offence on account of any act or omission that did not, at the time it took place, constitute such an offence that is severer in degree or description than the maximum penalty that might have been imposed for that offence at the time when it was committed.</p> </section>
403|â€œNo Punishment Without Lawâ€ù|wolaw|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 4</h3>     <p>No person shall be held to be guilty of a criminal offence on account of any act or omission that did not, at the time it took place, constitute such an offence that is severer in degree or description than the maximum penalty that might have been imposed for that offence at the time when it was committed.</p> </section>
404|Double Jeopardy|doubjep|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 5</h3>     <p>No person who shows that he has been tried by a competent court for a criminal offence and either convicted or acquitted shall again be tried for that offence or for any other criminal offence of which he could have been convicted at the trial for that offence, save upon the order of a superior court in the course of appeal or review proceedings relating to the conviction or acquittal.</p> </section>
405|Self-Incrimination|miranda|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 7</h3>     <p>No person who is tried for a criminal offence shall be compelled to give evidence at the trial.</p> </section>
406|Public Trial|pubtri|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 20 &gt; 9</h3>     <p>All proceeding instituted in any court for the determination of the existence or extent of any civil right or obligation, including the announcement of the decision of the court, shall be held in public,</p> </section>
407|Evidence|evidence|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 21</h3>     <p>Protection for privacy of home and other property.</p> </section>  <section>     <h3>CHAPTER III &gt; 21 &gt; 1</h3>     <p>Except with his consent, no person shall be subjected to the search of his person or his property of the entry by others on his premises.</p> </section>  <section>     <h3>CHAPTER III &gt; 21 &gt; 2</h3>     <p>Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this Article to the extent that the law in question makes provisions-</p>          <p><b>a</b> which is reasonably required-</p>     <p><b>b</b> to enable an officer or agent of the Government of The Bahamas, a local government authority or a body corporate established by law for public purposes to enter on the premises of any person in order to inspect those premises or anything thereon for the purpose of any tax, rate or due or in order to carry out work connected with any property that is lawfully on those premises and the belongs to that Government, authority or body corporate, as the case may be; or</p>     <p><b>c</b> to authorize, for the purpose of enforcing the judgment or order of a court in any civil proceedings, the search of any person or property by order of a court or the entry upon any premises by such order,</p>     <p>and except so far as that provisions or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society.</p> </section>  <section>     <h3>CHAPTER III &gt; 21 &gt; 2 &gt; a</h3>     <p>which is reasonably required-</p>          <p><b>i</b> in the interests of defence, public safety, public order, public morality, public health, town and country planning, he development of mineral resources, or the development of utilization of nay other property in such a manner as to promote the public benefit; or</p>     <p><b>ii</b> for the purpose of protecting the rights and freedoms other persons;</p> </section>
411|Freedom of Religion|freerel|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 22 &gt; 1</h3>     <p>Except with his consent, no person shall be hindered in the enjoyment of his freedom of conscience, and for the purposes of this Article the said freedom includes freedom of thought and of religion, freedom to change his religion or belief and freedom, either alone or in community with others, and both in public and in private, to manifest and propagate his religion of belief in worship, teaching, practice and observance.</p> </section>
412|Expression|express|Bahamas_2002| <section>     <h3>CHAPTER III &gt; 23</h3>     <p>Protection of freedom of expression.</p> </section>  <section>     <h3>CHAPTER III &gt; 23 &gt; 1</h3>     <p>Except with his consent, no person shall be hindered in the enjoyment of his freedom of expression, and for the purposes of this Article the said freedom includes freedom to hold opinions, to receive and impart ideas and information without interference, and freedom from interference with his correspondence.</p> </section>  <section>     <h3>CHAPTER III &gt; 23 &gt; 2</h3>     <p>Nothing contained in or done under the authority of any law shall be held to be inconsistent with or in contravention of this Article to the extent that the law in question makes provision-</p>          <p><b>a</b> which is reasonably required-</p>     <p><b>b</b> which imposes restrictions upon persons holding office under the Crown or upon members of a disciplined force,</p>     <p>and except so far as that provision or, as the case may be, the thing done under the authority thereof is shown not to be reasonably justifiable in a democratic society.</p> </section>  <section>     <h3>CHAPTER III &gt; 23 &gt; 2 &gt; a</h3>     <p>which is reasonably required-</p>          <p><b>i</b> in the interests of defence, public safety, public order, public morality or public health; or</p>     <p><b>ii</b> for the purposes of protecting the rights, reputations and freedoms of other persons, preventing the disclosure of information received in confidence, maintaining the authority and independence of the courts, or regulating telephony, telegraphy, posts, wireless broadcasting, television, public exhibitions or public entertainment; or</p> </section>
